"paper","authors","title","position","contribution ID"
"MOPP004","C. Makowski, A. Schüller","Development and Calibration of a Multi-Leaf Faraday Cup for the Determination of the Beam Energy of a 50 MeV Electron LINAC in Real-Time",66,2101
"MOPP005","P. Boutachkov, A. Reiter, M. Saifulin, B. Walasek-Hoehne, E.I. Gorokhova, P. Rodnyi, I.D. Venevtsev","Radiation hardness investigation of Zinc oxide fast scintillators with relativistic heavy ion beams.",70,1964
"MOPP006","P. Boutachkov, S. Damjanovic, M. Sapinski, B. Walasek-Hoehne","Commissioning of the Beam Loss Monitoring system for the HADES beam-line at GSI",73,1963
"MOPP007","D.M. Haider, F. Kurian, M. Schwickert, T. Sieber, F. Ucar, T. Koettig, J. Golm, T. Stoehlker, V. Tympel, M. Schmelz, R. Stolz, V. Zakosarenko, H. De Gersem, N. Marsic, W.F.O. Müller","Versatile Beamline Cryostat for the Cryogenic Current Comparator (CCC) for FAIR",77,2002
"MOPP008","V. Tympel, J. Tan, J. Golm, F. Schmidl, T. Schönau, P. Seidel, M. Stapelfeld, D.M. Haider, M. Schwickert, T. Sieber, T. Stoehlker, S. Anders, J. Kunert, M. Schmelz, R. Stolz, V. Zakosarenko, H. De Gersem, N. Marsic, W.F.O. Müller","First Measurements of a New Type of Coreless Cryogenic Current Comparators (4C) for Non-Destructive Intensity Diagnostics of Charged Particles",81,1924
"MOPP009","Y. Hirata, J. Franco Campos, A. Kasugai","Retrieving Beam Current Waveforms from ACCT Output Using Experimental Response Function for Use in Long Pulse Accelerators",84,2065
"MOPP010","R. Takai, T. Honda, T. Nogami, T. Obina, Y. Tanimoto","Design and Properties of a New DCCT Chamber for the PF-Ring at KEK",90,2075
"MOPP011","W.L. Huang, F. Li, R.Y. Qiu, A.X. Wang, M.Y. Huang, M.Y. Liu, T.G. Xu","A Dual Functional Current Monitor for Stripping Efficiency Measurement in CSNS",95,1041
"MOPP012","M. Liu, C.X. Yin","Development of Compact Ionization Chambers for Particle Therapy Facilities",99,2066
"MOPP013","V.V. Aleinikov, S. Pachtchenko, K.P. Sychev, V. Zabanova","Faraday Cup Selector for DC-280 Cyclotron",102,1381
"MOPP014","A. Rodríguez Páramo, I. Bustinduy, C. de la Cruz, I. Mazkiaran, R. Miracoli, V. Toyos, D. de Cos, S. Varnasseri, E.M. Donegani, J.P.S. Martins","Design of the ESS MEBT Faraday Cup",105,1281
"MOPP015","S.L. Mathisen, Y.M. Saveliev, R.J. Smith","Charge Detection System for the CLARA/VELA Facility",110,1102
"MOPP016","C. Weiss, M. Cerv, E. Griesmayer, P. Kavrigin","Particle interactions with diamond detectors",114,2038
"MOPP017","N. Hubert, M. El Ajjouri, D. Pedeau","New Beam Loss Monitor System at SOLEIL",117,2081
"MOPP019","F. Schmidt-Foehre, S. Arab, D. Noelle, R. Susen","Development and Evaluation of an Alternative Sensor Lifetime Enhancement Technique Used with the Online-Radiation-Monitoring System (DosiMon) at the European XFEL at DESY, Hamburg",121,2087
"MOPP020","T. Wamsat, P.A. Smirnov","First Tests Using Sipm Based Beam Loss Monitors at the European XFEL",126,1928
"MOPP022","I. Dolenc Kittelmann, F.S. Alves, E.C. Bergman, C.S. Derrez, V. Grishin, K.E. Rosengren, T.J. Shea, Q. Bertrand, T.J. Joannem, Ph. Legou, Y. Mariette, V. Nadot, T. Papaevangelou, L. Segui, W. Cichalewski, G.W. Jablonski, W. Jalmuzna, R. Kielbik","Neutron Sensitive Beam Loss Monitoring System for the ESS Linac",130,1986
"MOPP023","I. Dolenc Kittelmann, F.S. Alves, E.C. Bergman, C.S. Derrez, T.J. Grandsaert, V. Grishin, T.J. Shea, W. Cichalewski, G.W. Jablonski, W. Jalmuzna, R. Kielbik","Ionisation Chamber Based Beam Loss Monitoring System for the ESS Linac",135,2183
"MOPP024","R. Dölling, E. Johansen, W. Koprek, D. Llorente Sancho, M. Roggli","Development of New Loss Monitor Electronics for the HIPA Facility",140,1903
"MOPP025","W. Blokland, C.C. Peters, T.B. Southern","Enhancements to the SNS* Differential Current Monitor to Minimize Errant Beam",145,2201
"MOPP026","T. Atkinson, M. Dirsat, A.N. Matveenko, A. Schaelicke, B. Schriefer, Y. Tamashevich, T. Flisgen","A Longitudinal Kicker Cavity for the BESSY II Booster",149,1981
"MOPP027","R. Singh, A. Doring, P. Forck, K. Lang, S.H. Mirza, D. Rodomonti, D. Schupp, M. Schwickert, H. Welker, A. Bardorfer","First Beam-based Test of Fast Closed Orbit Feedback System at GSI SIS18",153,2025
"MOPP028","M. Tobiyama, J.W. Flanagan, T. Kobayashi, S. Terui, J.D. Fox","Longitudinal Bunch-by-Bunch Feedback Systems for SuperKEKB LER",158,1801
"MOPP030","P.C. Chiu, J.-Y. Chuang, K.T. Hsu, K.H. Hu, C.H. Huang","Preliminary Test of XBPM Local Feedback in TPS",162,1561
"MOPP031","A. Pertica, D.W. Posthuma de Boer, R.E. Williamson, J. Komppula","Optimisation of the ISIS Proton Synchrotron Experimental Damping System",166,1841
"MOPP032","C. Bloomer, G. Rehm, A. Tipper","Fast Feedback Using Electron Beam Steering to Maintain the X-Ray Beam Position at a Monochromatic X-Ray Diagnostic at Diamond Light Source",171,1161
"MOPP033","M.A. Ibrahim, E. Cullerton, J.S. Diamond, K.S. Martin, P.S. Prieto, V.E. Scarpine, P. Varghese","Preliminary Design of Mu2E Spill Regulation System (SRS)",176,1882
"MOPP034","V.E. Scarpine, N. Eddy, D. Frolov, M.A. Ibrahim, L.R. Prost, R.M. Thurman-Keup","Beam Instrumentation Challenges for the Fermilab PIP-II Accelerator",180,2261
"MOPP035","K.O. Kruchinin, D. Kocon, A.Y. Molodozhentsev, A. Lyapin","Electron Beam Diagnostics Concept for the LWFA Driven FEL at ELI-Beamlines",185,1521
"MOPP036","C. Jamet, T. Andre, V. Langlois, T. Le Ster, G. Ledu, P. Legallois, S. Leloir, F. Lepoittevin, S. Loret, C. Potier de courcy, R.V. Revenko","SPIRAL2 Diagnostic Qualifications with RFQ beams",189,1721
"MOPP037","M. Schwickert, P. Boutachkov, T. Hoffmann, H. Reeg, A. Reiter, B. Walasek-Hoehne","Status of Beam Instrumentation for FAIR HEBT",194,2048
"MOPP038","S. Udrea, P. Forck, C.M. Kleffner, K. Knie, T. Sieber","The Beam Diagnostics Test Bench for the Commissioning of the Proton Linac at FAIR",197,1984
"MOPP039","H.J. Woo","Overview of Beam Diagnostics System for Heavy Ion Accelerator Facility, RAON",,2068
"MOPP040","S.P. Yun, H.S. Kim [on leave], Y. M. Kim, H.-J. Kwon, Y.G. Song","Introduction and Test of the In-air Beam Diagnostics at the Komac Proton Irradiation Test Facility",,2024
"MOPP042","I. Podadera, A. Ibarra, D. Jimenez-Rey, J. Molla, C. Oliver, R. Varela, V. Villamayor, O. Nomen, D. Sánchez-Herranz","Beam Diagnostics for the Multi-MW High Energy Beam Transport Line of DONES",201,1781
"MOPP044","E.M. Donegani, C.S. Derrez, T.J. Grandsaert, T.J. Shea, I. Bustinduy, A. Rodríguez Páramo","Status of the Faraday Cups for the ESS linac",206,2232
"MOPP045","B. Meirose, V. Abelin, B.E. Bolling, M. Brandin, R. Høier, A. Johansson, P. Lilja, J.S. Lundquist, S. Molloy, F. Persson, J.E. Petersson, R. Svärd","MAX IV Operations - Diagnostic Tools and Lessons Learned",210,1361
"MOPP046","C. Ozkan Loch, R. Ischebeck, G.L. Orlandi, V. Schlott, A. Streun","Electron Beam Diagnostics for SLS2.0",,1241
"MOPP047","E. Yamakawa, S. Machida, A. Pertica, C.C. Wilcox","Design and Development of Beam Diagnostics for an FFA-FFA Ring for ISIS-II Upgrade Studies",215,1784
"MOPP048","W. Berg, J.C. Dooling, S.H. Lee, Y. Sun, A. Zholents","Development of the Linac Extension Area 450-MeV Electron Test Beam Line at the Advanced  Photon Source*",220,2064
"THAO01","T. Lefevre, D. Alves, A. Curcio, J. Gardelle, M. Bergamaschi, O.R. Jones, R. Kieffer, S. Mazzoni, N. Mounet, A. Schlogelhofer, E. Senes, M.G. Billing, Y.L. Bordlemay Padilla, J.V. Conway, J.P. Shanks, M. Apollonio, L. Bobb, K.V. Fedorov, D.M. Harryman, P. Karataev, K. Lekomtsev, K. Lasocha, A. Aryshev, N. Terunuma, V.V. Bleko, S.Yu. Gogolev, A.S. Konkov, J.S. Markova, A. Potylitsyn, D.A. Shkitov","Cherenkov Diffraction Radiation as a tool for beam diagnostics",658,2078
"THAO02","M. Camarda, M. Birri, M. Carulla, D. Grolimund, B. Meyer, C. Pradervand, U. Grossner, S.M. Nida, A. Tsibizov, T. Ziemann","Towards Full Silicon 4H-SiC Based X-Ray Beam Monitoring",663,1401
"THAO03","M.T. Maier, L. Groening, C. Xiao, J.M. Maus, A. Bechtold","ROSE - a Rotating 4D Emittance Scanner",668,1321
"THAO04","K.P. Wootton, J.L. McChesney, F.M. Rodolakis, N. Sereno, B.X. Yang","Transverse Emittance Measurement using Undulator High Harmonics for Diffraction Limited Storage Rings",673,2043
"THBO01","C. Emma, M.D. Alverson, A.L. Edelen, M.J. Hogan, B.D. O'Shea, D.W. Storey, G.R. White, V. Yakimenko, A. Hanuka","Machine Learning-Based Longitudinal Phase Space Prediction of Two-Bunch Operation at FACET-II",678,2223
"THBO02","S. Takano, H. Tanaka","Diagnostic Requirements for DLSRs (Diffraction Limited Synchrotron Radiation Sources)",,2231
"TUAO01","B. Salvachua","Beam Diagnostics for Studying Beam Losses in the LHC",223,1922
"TUAO02","A.S. Fisher, C.I. Clarke, B.T. Jacobson, R.A. Kadyrov, E. Rodriguez, L. Sapozhnikov, J.J. Welch","Beam-Loss Detection for LCLS-II",230,2099
"TUAO03","Yu.I. Maltseva, A.R. Frolov, V.G. Prisekin","Beam Loss Measurements Using the Cherenkov Effect in Optical Fiber for the BINP e-e+ Injection Complex",234,2023
"TUAO04","M. Alcorta, D. Dale, A.D. D'Angelo, H. Hui, B. Humphries, S.R. Koscielniak, K. Langton, A. Lennarz, R.B. Nussbaumer, T. Planche, S.D. Rädel, M. Rowe","Commissioning of the ARIEL E-LINAC Beam Loss Monitor System",239,1681
"TUBO01","B. Walasek-Hoehne, P. Forck, G. Kube, K. Hoehne, R. Ischebeck","Screens for High Precision Measurements",,1926
"TUBO02","G.L. Orlandi, S. Borrelli, Ch. David, E. Ferrari, V. Guzenko, B. Hermann, O. Huerzeler, R. Ischebeck, C. Lombosi, C. Ozkan Loch, E. Prat, M. Ferianis, G. Penco, M. Veronese, N. Cefarin, S. Dal Zilio, M. Lazzarino","FERMI-PSI Collaboration on Nano-Fabricated Wire-Scanners With Sub-Micrometer Resolution: Developments and Measurements.",243,1143
"TUBO03","M.L. Friend","Challenges in Continuous Beam Profile Monitoring for MW-Power Proton Beams",247,2073
"TUBO04","H.S. Sandberg, D. Bodart, B. Dehning, S. Levasseur, G. Schneider, J.W. Storey, R. Veness, K. Satou, S.M. Gibson, W. Bertsche","Measuring the Beam Profile by Counting Ionization Electrons",252,1983
"TUCO01","R.K. Li","Terahertz-Based Sub-femtosecond Metrology of Relativistic Electron Beams",,2224
"TUCO02","K.V. Fedorov, Y.M. Saveliev, A.N. Oleinik, P. Karataev, A. Potylitsyn, T.H. Pacey","Experimental Observation of Submillimeter Coherent Cherenkov Radiation at CLARA Facility",256,1481
"TUCO03","M.K. Czwalinna, C. Gerth, H. Schlarb, B. Steffen","Upgraded Bunch Arrival-Time Monitors for the European XFEL Reaching Below 3fs Time Resolution",,2093
"TUCO04","S. Lauber, F.D. Dziuba, J. List, P. Forck, M. Heilmann, A. Rubin, T. Sieber, S. Yaramyshev, W.A. Barth, C. Burandt, V. Gettmann, T. Kuerzeder, M. Miski-Oglu, K. Aulenbacher, H. Podlech, M. Schwarz","Longitudinal Phase Space Reconstruction for the Heavy Ion Accelerator HELIAC",261,1421
"TUPP001","C. Gerth, B. Steffen, M. Caselle, L. Rota, D.R. Makowski, A. Mielczarek","KALYPSO: Linear Array Detector with Continuous Read-Out at MHz Frame Rates",266,2107
"TUPP002","J. Zink, M.K. Czwalinna, M. Fenner, S. Jablonski, J. Marjanovic, H. Schlarb, F. Gerfers","Direct-Sampling Coarse Bunch Arrival Time Monitor in the Free Electron Laser FLASH Based on the Fast Digitizer Implemented in the FMC VITA 57.1 Standard",270,2094
"TUPP003","G. Brajnik, S. Cleva, R. De Monte, D. Giuressi","A Common Diagnostic Platform for Elettra 2.0 and FERMI",275,2072
"TUPP004","L.W. Lai, Y.B. Leng","High-Speed Beam Signal Processor for SHINE",278,1821
"TUPP005","Y. Luo, D.G. Bilbrough, C. Dickerson, A.E. Germain, M.R. Hendricks, C.E. Peters, S.I. Sharamentov","PLC Based Flexible and Scalable Vacuum Control at the Argonne Tandem Linear Accelerator System (ATLAS)",280,1301
"TUPP006","J. Marroncle, P. Abbon, B. Bolzon, T. Chaminade, N. Chauvin, S. Chel, J.F. Denis, A. Gaget, J.M. García, D. Jimenez-Rey, A. Ros, V. Villamayor, A. Rodríguez Páramo, H. Dzitko, D. Gex, A. Jokinen, P. Cara, L. Bellan, M. Comunian, E. Fagotti, F. Grespan, A. Pisent, F. Scantamburlo, T. Akagi, K. Kondo, M. Sugimoto","Transverse Emittance Measurement of a 2.5 MeV Proton Beam on LIPAc, IFMIF's Prototype",283,1763
"TUPP007","F.R. Osswald, T. Adam, P.G. Graehling, M. Heine, C. Maazouzi, E.K. Traykov","Transverse Phase Space Scanner Developments at IPHC",288,1802
"TUPP008","J. Pforr, M. Arnold, N. Pietralla","Thermal Simulations of Optical Transition Radiation Targets",292,1822
"TUPP009","F. Schließmann, M. Arnold, M. Dutine, N. Pietralla","Determination of the Momentum Spread While Running in the ERL Mode at the S-DALINAC*",295,1923
"TUPP010","T. Lensch, B. Beutner, T. Wamsat","A Fast Wire Scanner System for the European XFEL",299,1623
"TUPP011","A.I. Novokshonov, B. Beutner, G. Kube, S.A. Strokov","Observation of Scintillators Charging Effects at the European XFEL",303,2033
"TUPP012","A. Potylitsyn, T. Gusvitskii, L.G. Sukhikh, G. Kube, A.I. Novokshonov","Image of the Transverse Bunch Profile via COTR",308,2032
"TUPP013","R. Niemczyk, P. Boonpornprasert, Y. Chen, J.D. Good, M. Gross, H. Huck [on leave], I.I. Isaev, C. Koschitzki, M. Krasilnikov, S. Lal, X. Li, O. Lishilin, G. Loisch, D. Melkumyan, A. Oppelt, H.J. Qian, H. Shaker, G. Shu, F. Stephan, G. Vashchenko, W. Hillert","Slit-Based Slice Emittance Measurements Optimization at PITZ",313,1967
"TUPP014","M. Veronese, A. Abrami, M. Bossi, M. Ferianis, S. Grulja, G. Penco, M. Tudor","New Combined Function Wire Scanner-Screen Station for the High Resolution Transverse Profile Measurements at FERMI",317,2041
"TUPP015","S. Grulja, S. Cleva, R. De Monte, M. Ferianis","Wire Scanner Diagnostic System",321,2027
"TUPP016","C. Viviani, G.M.A. Calvi, L. Lanzavecchia, A. Parravicini, E. Rojatti, M. Manzini","Beam Profile Monitors for the CNAO Experimental Line",323,1987
"TUPP017","J.W. Flanagan, M. Arinaga, H. Fukuma, H. Ikeda, G. Mitsuka, Y. Suetsugu, E. Mulyani","Thermal Performance of Diamond SR Extraction Mirrors for SuperKEKB",327,2062
"TUPP018","H. Ikeda, J.W. Flanagan, H. Fukuma, H. Sugimoto, M. Tobiyama","Synchrotron Radiation Monitor for SuperKEKB Damping Ring in Phase-III Operation",331,2029
"TUPP019","F. Miyahara, K. Furukawa, M. Satoh, Y. Seimiya, T. Suwada","Experimental Tests of Screen Materials for High-Precision Transverse Beam-Size Measurements at the SuperKEKB Injector Linac",335,2241
"TUPP020","K. Satou","Development of a Gated IPM System for J-PARC MR",338,2071
"TUPP021","M. Tajima, T. Nakaya, T. Koseki, T. Toyama","Development of 16 Electrodes Beam-size Monitors for J-PARC MR",342,2067
"TUPP022","Y. Kotaka, N. Imai, Y. Ohshiro, Y. Sakemi, S. Shimoura, H. Yamaguchi, K. Hatanaka, A. Goto, M. Kase, T. Nagatomo, T. Nakagawa, J. Ohnishi, H. Muto","Development of the Calculation Method of Injection Beam Trajectory of RIKEN AVF Cyclotron with 4D Emittance Measured by the Developed Pepper-Pot Emittance Monitor",346,2070
"TUPP023","K. S. Tanaka, K. Harada, M. Itoh, H. Kawamura, A. Terakawa, A. Uchiyama, T. Hayamizu, H. Nagahama, N. Ozawa, Y. Sakemi","Two-dimensional Beam Profile Monitor for Alpha Emitter",350,1061
"TUPP024","S.V. Cao, M.L. Friend, K. Sakashita, M. Hartz, A. Nakamura","Development of a Beam Induced Fluorescence Monitor for Non-Destructively Profiling MW Proton Beam at the J-PARC Neutrino Beamline",353,2085
"TUPP025","M. Meng, F. Li, P. Li, R.Y. Qiu, A.X. Wang, T. Yang, T.G. Xu, Zh.H. Xu, L. Zeng","The Installation and Application of Multi-wire Profile Monitor for PBW in CSNS",358,1081
"TUPP026","A. Kisiel, S. Cabala, A.M. Marendziak, M. Ptaszkiewicz, A.I. Wawrzyniak, I.S. Zadworny, Z. Zbylut","Diagnostic Beamlines at the Solaris Storage Ring",361,2097
"TUPP027","G. Hahn, J.G. Hwang","Development of a Precision Pepper-Pot Emittance Meter",364,1261
"TUPP028","D.H. Kwak, M. Chung, S.G. Arutunian, A.V. Margaryan, G.S. Harutyunyan, E.G. Lazareva","Double-Wire Vibrating Wire Monitor (DW-VWM) for Beam Halo Monitoring in High-intensity Accelerators",368,2076
"TUPP029","C.K. Sung, M. Chung, Y.K. Semertzidis, S. Haciomeroglu","Stripline-based Non-destructive Beam Profile Monitoring System for Muon g-2/EDM Experiment at J-PARC",372,1961
"TUPP030","A.S. Bychkov, P.A. Chubunov, A.S. Konyukhov, A.A. Pavlov","Analysis of Heavy Ion Irradiation Field Nonuniformity Using Track Detectors during Electronic Components Testing",376,2001
"TUPP031","M. Siano, M.A.C. Potenza, U. Iriso, C.S. Kamma-Lorger, A.A. Nosych, S. Mazzoni, G. Trad, B. Paroli","Electron Beam Size Measurements Using the Heterodyne Near Field Speckles at ALBA",378,2121
"TUPP032","C.A. Thomas, J. Etxeberria, H. Kocevar, J.P.S. Martins, T.J. Shea, H. Niu, B. Zhang, S.I. Meigo, M. Ooi, A.J. Johansson, M. Törmänen","J-PARC Test of ESS Beam on Target Diagnostics Prototypes Aperture Monitor and GRID",382,1121
"TUPP033","J. Emery, W. Andreazza, J.M. Fernandez Ochoa, A. Goldblatt, D. Gudkov, F. Roncarolo, J. Tassan-Viol, R. Veness, P. Andersson, J.L. Sirvent","Laboratory and Beam Based Studies for Assessing the Performance of the New Fast Wire Scanners for the CERN Injector Complex",387,2141
"TUPP034","D. Alves, T. Lefevre, M. Gasior","Analysis of Quadrupolar Measurements for Beam Size Determination in the LHC",392,2161
"TUPP035","R. Dölling, D.C. Kiselev, F. Marcellini, D. Berisha, J. Germanovic, K.M. Zehnder","Development of Modular Spare Parts for the Profile and Position Monitors of the 590 MeV Beam Line at HIPA",397,1904
"TUPP036","D.W. Posthuma de Boer, C. Bovo, H.V. Cavanagh, B. Jones, A.H. Kershaw, A. Pertica","Performance of an In-Air Secondary Emission Grid Profile Monitor at the ISIS Neutron and Muon Source",402,2035
"TUPP037","C.C. Wilcox, W.A. Frank, A. Pertica, R.E. Williamson","Studies of the Time Structure of Ionisation Beam Profile Measurements in the ISIS Extracted Proton Beamline",407,2105
"TUPP038","L. Bobb, G. Rehm","Spatial Resolution of an X-ray Pinhole Camera using a Multi-layer Monochromator",412,1842
"TUPP039","K.P. Wootton, W. Berg, J.R. Calvey, K.C. Harkay, A.H. Lumpkin, A. Xiao, B.X. Yang, C. Yao","Horizontal and Vertical Emittance Measurements of the Advanced Photon Source Booster Synchrotron Beam at High Charge",415,2044
"TUPP040","K.P. Wootton, N.D. Arnold, W. Berg, T. Fors, N. Sereno, H. Shang, G. Shen, S.E. Shoaf, B.X. Yang","Digital Cameras for Photon Diagnostics at the Advanced Photon Source",420,2045
"TUPP041","A.H. Lumpkin, N. Eddy, D.R. Edstrom, J. Ruan, R.M. Thurman-Keup","Observations of Long-Range and Short-Range Wakefield Effects on Electron-Beam Dynamics in TESLA-type Superconducting RF Cavities",423,2098
"TUPP042","N. Kuklev, Y.K. Kim","Turn-by-Turn Synchrotron Radiation Transverse Profile Monitor for IOTA",428,2084
"TUPP043","G. Andonian, C.F. Huff, L.R. Scammell, R.R. Whitney, J. Gubeli, K. Jordan, J. Yan, M. Ruelas, T.J. Campese, A. Laurich, J.K. Penney","Fast and Robust Wire Scanners with Novel Materials for Profiling High Intensity Beams",433,2104
"TUPP044","B.G. Freeman, J. Gubeli, M.G. Tiefenback","Multiple Synchrotron Light Monitors for Transverse Matching and Monitoring at CEBAF",436,1501
"TUPP047","H.M. Xie, Z. Du, K. Gu, X.J. Hu, L. Jing, Z.X. Li, L.J. Mao, Y. Wei, J.X. Wu, Y. Zhang, G. Zhu","Ionization Profile Monitor Design and Experiments in HIRFL-CSR",441,2341
"TUPP048","S. Ma, A. Arnold, A.A. Ryzhov, J. Schaber, J. Teichert, R. Xiang","Quadrupole Scan Transverse Emittance Measurements at ELBE",,2381
"WEAO01","A.F.D. Morgan","Technological Review of Beam Position Button Design and Manufacture",445,2230
"WEAO02","D. Lipka, B. Lorbeer","Pile-Up Effect of Cold Button BPMs in the European XFEL Accelerator",450,1461
"WEAO03","K. Nanbu, H. Hama, F. Hinode, S. Kashiwagi, T. Muto","Development of Beam Position Monitor Using Cherenkov Diffraction Radiation",,2080
"WEAO04","A. Arteche, M. Krupa, T. Lefevre, S.E. Bashforth, A. Bosco, S.M. Gibson","Beam Measurements at the CERN SPS Using Interferometric Electro-Optic Pickups",454,2096
"WEBO01","B. Keil","Generic Hardware, Firmware and Embedded Software Platforms for Particle Accelerators",,2222
"WEBO02","D.O. Tavares, G.B.M. Bruno, S.R. Marques, L.M. Russo, H.A. Silva","MicroTCA.4 at Sirius and a Closer Look into the Community",459,2091
"WEBO03","H. Maesaka, T. Fukui, H. Dewa, T. Fujita, M. Masaki, C. Saji, S. Takano","Development of MTCA.4-Based BPM Electronics for SPring-8 Upgrade",469,1982
"WEBO04","J.H. Hanten, M. Arnold, J. Birkhan, C. Caliari, N. Pietralla, M. Steinhorst","Enhancement of the S-DALINAC Control System with Machine Learning Methods",473,2090
"WECO01","G. Rehm","Characterisation of Closed Orbit Feedback Systems",,2228
"WECO02","S. Koetter, T. Weis","Towards an Adaptive Orbit-Response-Matrix Model for Twiss-Parameter Diagnostics and Orbit Correction at Delta",477,1741
"WECO03","M.G. Abbott, G. Rehm","Tune Computation via Model Fitting to Swept Machine Response Measurement",482,2077
"WECO04","C.A. Thomas, J. Etxeberria, S. Haghtalab, H. Kocevar, N. Milas, R. Miyamoto, T.J. Shea, R. Tarkeshian","Commissioning of the Non-invasive Profile Monitors for the ESS LEBT",487,1142
"WEPP001","V. Langlois, T. Andre, C. Jamet, G. Ledu, P. Legallois, S. Leloir, F. Lepoittevin, M. Lewitowicz, S. Loret, C. Potier de courcy","Study and Characterization of SPIRAL2 BPMs",491,1941
"WEPP002","M. Ben Abdillah, P. Blache, F. Fournier, H. Kraft","Development of a Low-beta BPM for MYRTE Project",496,2061
"WEPP003","J.G. Hwang, V. Duerr, F. Falkenstern, M. Ries, A. Schaelicke, G. Schiwietz, D. Wolk","A new button-type beam position monitor for BESSY II and BESSY VSR",500,1823
"WEPP004","M. Dutine, M. Arnold, T. Bahlo, R. Grewe, L.E. Juergensen, N. Pietralla, F. Schließmann, M. Steinhorst","Concept of a Beam Diagnostics System for the Multi-Turn ERL Operation at the S-DALINAC",505,2069
"WEPP005","G. Kube, J. Neugebauer, F. Schmidt-Foehre","BPM Resolution Studies at PETRA III",509,1966
