"paper","authors","title","position","contribution ID"
"MOPGW044","G. Liu, Z.H. Bai, W. Li, L. Wang, P.N. Wang","Off-Energy Off-Axis Injection with Pulsed Multipole Magnet Into the HALS Storage Ring",187,2742
"MOPGW045","J.J. Tan, Z.H. Bai, W. Li, L. Wang, P.H. Yang","A Fast Method for Multi-Objective Nonlinear Dynamics Optimization of a Storage Ring",190,2544
"MOPGW046","Y.K. Chen, H.T. Jing, C. Meng, Y.P. Song, J.Y. Tang, G. Zhao","Proton Beam Steering for the Experimental Muon Source at CSNS",193,2550
"MOPGW047","X. Lin, H.B. Chen, Z.N. Liu, J. Shi, H. Zha, X.W. Wu","Analysis and Simulation of the "After-Pulse" RF Breakdown",196,2637
"MOPGW048","S. Matsuba, M. Katoh, K.S. Shimada, K. Harada, K. Kawase","Design Study of an Electron Storage Ring for the Future Plan of Hiroshima Synchrotron Radiation Center.",200,2529
"MOPGW049","J.J. Guo, Z. Wang, Q. Gu, J.H. Tan","Power Losses caused by Longitudinal HOMs in 3.9 GHz SHINE Cryomodule",,1896
"MOPGW050","X.F. Wang, A. Chao, J. Wu","Longitudinal Beam Dynamics of Gaussian Beamlets Moving in a Wiggler",,3379
"MOPGW051","J. Wu, Y. Zhang, Q. Qin","Diffusion Map Analysis in High Energy Storage Ring Based e+/e- Collider",203,2119
"MOPGW052","H.S. Xu, Y.M. Peng, N. Wang","The Study of Single-Bunch Instabilities in the Ramping Process in the HEPS Booster",206,3098
"MOPGW053","S.K. Tian, H.S. Xu","Residual Gas Lifetime In High Energy Photon Source (HEPS)",210,1841
"MOPGW054","Y.T. Yang, K. Fan, J.J. Li, Y. Song","Study on Spherical Aberration Correction of Solenoid Lens in Ultrafast Electron Diffraction",213,2594
"MOPGW058","T.-Y. Lee, T. Ha","Towards a Sextupole-Free Electron Storage Ring",217,2514
"MOPGW059","A.V. Bogomyagkov, S.A. Glukhov, E.B. Levichev, S.V. Sinyatkin","Dynamic Aperture Limitation in e+ e- Colliders due to Synchrotron Radiation in Quadrupoles",221,2876
"MOPGW060","S.N. Galyamin, A.V. Tyukhtin, V.V. Vorobev","Cherenkov Radiation at Off-Axis Bunch Passage Through Dielectric Concentrator",225,2736
"MOPGW061","S.N. Galyamin, A.A. Grigoreva, A.V. Tyukhtin, V.V. Vorobev, A. Aryshev","Radiation from a Dielectrically Loaded Waveguide with Open End",228,2247
"MOPGW062","S.N. Galyamin, A.V. Tyukhtin, V.V. Vorobev, A.I. Benediktovitch","Radiation of a Charge Moving in a Wire Structure",231,2246
"MOPGW063","I. Skudnova","Beam Dynamics Optimization in Drift Tube Linear Accelerator With Permanent Quadrupole Magnets",234,2922
"MOPGW064","A.V. Tyukhtin, E.R. Akhmatova, T.Yu. Alekhina, S.N. Galyamin, V.V. Vorobev","On Wakefield in Dielectric Waveguide with Shallow Corrugation of Metallic Wall",237,2165
"MOPGW066","Z. Martí, G. Benedetti, T.F.G. Günzel, U. Iriso","Local Impedance Measurements Using the Orbit Bump Method at ALBA",240,3525
"MOPGW067","E. Laface","On Coordinate Systems in Beam Dynamics",243,2441
"MOPGW068","Y. Zhang, N. Wang, C.H. Yu, C.T. Lin","Crosstalk of Beam-Beam Effect and Longitudinal Impedance at CEPC",247,2217
"MOPGW069","H. Bartosik, A. Saa Hernandez, R. Alemany-Fernandez, T. Argyropoulos, T. Bohl, H. Damerau, V. Kain, G. Papotti, G. Rumolo, E.N. Shaposhnikova","Recent Beam Performance Achievements with the Pb-Ion Beam in the SPS for LHC Physics Runs",250,1892
"MOPGW070","T. Argyropoulos, A. Lasheen, D. Quartullo, E.N. Shaposhnikova","Longitudinal Stability of the Hollow Ion Bunches After Momentum Slip-Stacking in the CERN SPS",254,3206
"MOPGW071","D. Arominski, D. Schulte, A. Latina","Resistive Wall Effects in the CLIC Beam Delivery System",258,1812
"MOPGW072","H. Bartosik, M. Carlà, K. Cornelis","Reconfiguration of SPS Landau Octupole Circuits to Minimise Second Order Chromaticity",262,1891
"MOPGW073","S. Bettoni, P. Craievich, E. Ferrari, R. Ganter, F. Marcellini, E. Prat, S. Reiche, G. Penco, A.A. Lutman","Beam Manipulation Using Self-Induced Fields at the Swissfel Injector",266,2330
"MOPGW074","A. Chmielinska, M.J. Barnes","New Spiral Beam Screen Design for the FCC-hh Injection Kicker Magnet",270,1823
"MOPGW076","P. Kramer, A. Farricker, C. Vollinger","Verification by RF Measurements of New HOM Mitigation Scheme Developed for Future SPS 33-Cell Accelerating Structures",274,1807
"MOPGW077","A. Farricker, C. Vollinger","Impedance Reduction in the CERN SPS Through Element Layout Optimisation",277,1809
"MOPGW078","S.V. Furuseth, X. Buffat","Change of Beam Distribution Due to Decoherence in the Presence of Transverse Feedback",281,2729
"MOPGW080","A. Garcia-Tabares, P.K. Skowronski, R. Tomas","Optics Measurements in the CERN PS Booster Using Turn-by-Turn BPM Data",285,2452
"MOPGW081","C. Gohil, N. Blaskovic Kraljevic, D. Schulte, P. Burrows, B. Heilig","Measurements of Stray Magnetic Fields at CERN for CLIC",289,1863
"MOPGW082","C. Gohil, N. Blaskovic Kraljevic, D. Schulte, P. Burrows","Mitigation of Stray Magnetic Field Effects in CLIC with Passive Shielding",293,1866
"MOPGW083","I. Karpov, E.N. Shaposhnikova","Longitudinal Coupled-Bunch Instability Evaluation for FCC-hh",297,2335
"MOPGW084","I. Karpov, P. Baudrenghien","Beam Loading Compensation for the Future Circular Hadron-Hadron Collider (FCC-hh)",301,2345
"MOPGW085","P. Korysko, A. Latina, P. Burrows","Intensity Dependent Effects in the ILC BDS",305,2484
"MOPGW086","P. Korysko, A. Latina, K. Kubo, T. Okugi, A. Faus-Golfe, P. Burrows","Intensity Dependent Effects at ATF2, KEK",308,2483
"MOPGW087","E. Métral","GALACTIC and GALACLIC: Two Vlasov Solvers for the Transverse and Longitudinal Planes",312,2653
"MOPGW088","E. Métral","A Two-Mode Model to Study the Effect of Space Charge on TMCI in the "Long-Bunch" Regime",316,1835
"MOPGW089","E. Métral, M. Migliorati","Longitudinal Mode-Coupling Instability: GALACLIC Vlasov Solver vs. Macroparticle Tracking Simulations",320,1834
"MOPGW090","K.P. Nesteruk, C. Calzolaio, J.M. Schippers","Alignment of a Magnetic Lattice Based on Particle Tracking",324,2377
"MOPGW091","M. Schwarz, A. Lasheen, G. Papotti, J. Repond, H. Timko, E.N. Shaposhnikova","Capture and Flat-Bottom Losses in the CERN SPS",327,1803
"MOPGW092","H.C. Chao","Design Status of DESY IV -- Booster Upgrade for PETRA IV",331,2623
"MOPGW093","F.H. Tseng, C.H. Chen, P.J. Chou","Optics Calibration for Routine Operations In Taiwan Photon Source",335,3076
"MOPGW094","L.R. Carver, F. Antoniou, H. Bartosik, T. Bohl, R. Calaga, M. Carlà, T.E. Levens, G. Papotti, A. Alekou, G. Burt, J.A. Mitchell, C.P. Welsch, R.B. Appleby","First Machine Developments Result with HL-LHC Crab Cavities in the SPS",338,3360
"MOPGW095","A. Alekou, M. Carlà, H. Bartosik, Y. Papaphilippou, R.B. Appleby","Beam Dynamics Simulations with Crab Cavities in the SPS Machine",342,2718
"MOPGW096","L. Hoummi, A. Loulergue, R. Nagaoka, J. Resta-López, C.P. Welsch","Beam Dynamics in MBA Lattices with Different Chromaticity Correction Schemes",346,3384
"MOPGW097","A. Vivoli, A. Bence, P. Brunelle, A. Gamelin, L. Hoummi, A. Loulergue, L.S. Nadolski, R. Nagaoka, M.-A. Tordeux","SOLEIL Storage Ring Upgrade Performance in Presence of Lattice Imperfections",350,2648
"MOPGW098","Ph. Amstutz, T. Hellert","Iterative Trajectory-Correction Scheme for the Early Commissioning of Diffraction-Limited Light Sources",353,3031
"MOPGW099","G. Bassi","Vlasov-Fokker-Planck Simulations of Passive Higher-Harmonic Cavity Effects in ALS-U",357,3093
"MOPGW100","W.F. Bergan, M.B. Andorf, M.P. Ehrlichman, V. Khachatryan, D. L. Rubin, S. Wang","Bypass Design for Testing Optical Stochastic Cooling at the Cornell Electron Storage Ring (CESR)",360,1989
"MOPGW101","J.R. Cary, G.R. Werner, F. Marhauser, R.A. Rimmer, C.A. Bauer, J.B. Leddy","Analysis of the Jefferson Lab C100 Cavities using Mode Extraction",,3497
"MOPGW102","B.M. Cowan","High-Performance Magnetostatic Solvers",,3650
"MOPGW104","B. Dhital, Y.S. Derbenev, D. Douglas, F. Lin, V.S. Morozov, Y. Zhang, J.R. Delayen, G.A. Krafft","Equilibria and Synchrotron Stability in Two Energy Storage Rings",364,3542
"MOPGW105","L. Dovlatyan, T.M. Antonsen, B.L. Beaudoin, I. Haber, D.B. Matthew, K.J. Ruisard","Preliminary Lattice Studies for the Single-Invariant Optics Experiment at the University of Maryland",367,1753
"MOPGW107","L. Gupta, Y.K. Kim, S. Baturin, S. Nagaitsev","Study of Integrable and Quasi-Integrable Sextupole Lattice",371,2939
"MOPGW109","C.C. Hall, J.P. Edelen, G. Andonian, F.H. O'Shea","A Parallel Evolutionary Optimizer for Ultrafast Electron Microscopy Focusing Beamlines",,3039
"MOPGW110","J. Choi, Y. Hidaka","Study of the Beam Current Effects on the NSLS-II Storage Ring Optics Using Turn-by-Turn Data",375,3471
"MOPGW111","Y.C. Jing, I. Pinayev, Y.H. Wu, K. Shih, I. Petrushina, V. Litvinenko","Start to End Simulation on Beam Dynamics in Coherent Electron Cooling Accelerator",379,2874
"MOPGW112","Y.C. Jing, V. Litvinenko","Design of a Bunch Compressor with CSR Suppression to Achieve Hundreds of kA Peak Current",382,2877
"MOPGW113","N. Kuklev, Y.K. Kim, S. Nagaitsev, A.L. Romanov, A. Valishev","Experimental Demonstration of the Henon-Heiles Quasi-Integrable System at IOTA",386,2411
"MOPGW114","Y. Li, W.X. Cheng [on leave], R.S. Rainer","Bayesian Approach for Linear Optics Correction",390,1782
"MOPGW115","Y. Li, A. He, B.N. Kosciuk, T.V. Shaftan, V.V. Smaluk, Z.H. Bai, L. Wang","A Cross-Cell Interleaved Nonlinear Lattice for Potential NSLS-II Upgrade",393,1783
"MOPGW116","F.Y. Li, B.E. Carlsten, R. Garimella, C. Huang, T.J. Kwan","Validation of a Novel Method for the Calculation of Near-Field Synchrotron Radiation",397,3581
"MOPGW117","D.B. Matthew, T.M. Antonsen, B.L. Beaudoin, S. Bernal, L. Dovlatyan, I. Haber, D.F. Sutter","Octupole Channel Characterization for the Nonlinear Quasi-Integrable Optics Experiment at the University of Maryland Electron Ring.",,3660
"MOPGW122","V.V. Smaluk, B. Bacha, G. Bassi, A. Blednykh","Beam-based Measurement of Broadband Longitudinal Impedance at NSLS-II",400,2929
"MOPGW123","N. Tsoupas, P.N. Joshi, F. Meot, D. Trbojevic, V.L. Bailey, J.P. Lidestri, M. Sinnott, D.T. Abell","Electromagnetic Study and Measurements of the iRCMS Cell",403,2023
"MOPGW124","W. Lou, C.M. Gulliford, G.H. Hoffstaetter, D. Sagan, N. Tsoupas, C.E. Mayes","Coherent Synchrotron Radiation Simulation for CBETA",406,2463
"MOPGW125","G.M. Wang, Y. Li, J. Rose, T.V. Shaftan, V.V. Smaluk","Lossless Crossing of 1/2 Resonance Stopband by Synchrotron Oscillations",410,2937
"MOPGW128","E. J. Ericson, D. Bertwistle, M.J. Boland, D. Pelz, M. Castillo Sosa","Simulation and Analysis of Wake Fields and Trapped RF Modes in Insertion Device Vacuum Chambers at the Canadian Light Source",414,2603
"MOPMP001","D. Boutin, A. Chance, B. Dalena, B.J. Holzer, D. Schulte","Optic Corrections for FCC-hh",417,2635
"MOPMP002","S. Ogur, Y. Papaphilippou, F. Zimmermann, A.M. Barnyakov, A.E. Levichev, P.V. Martyshkin, D.A. Nikiforov, E.V. Ozcan, L. Rinolfi, K. Oide, F. Yaman, K. Furukawa, N. Iida, T. Kamitani, F. Miyahara, I. Chaikovska, R. Chehab, S.M. Polozov","Linac and Damping Ring Designs for the FCC-ee",420,2282
"MOPMP003","I. Chaikovska, R. Chehab, A. Faus-Golfe, Y. Han, A. Apyan, P.V. Martyshkin, S. Ogur, L. Rinolfi, P. Sievers, K. Oide, Y. Papaphilippou, F. Zimmermann, Y. Enomoto, K. Furukawa, T. Kamitani, F. Miyahara, M. Satoh, Y. Seimiya, T. Suwada","Positron Source for FCC-ee",424,3267
"MOPMP004","A. Chance, D. Boutin, B. Dalena, M. Hofer, R. Martin, W. Bartmann, D. Schulte","Consolidated Lattice of the Collider FCC-hh",428,2840
"MOPMP005","B. Dalena, D. Boutin, A. Chance, D. Schulte, E. Cruz Alaniz","Field Quality for the Hadron Option of Future Circular Collider",,2780
"MOPMP006","Y. Arimoto, K. Egawa, T. Kawamoto, M. Masuzawa, Y. Ohsawa, N. Ohuchi, R. Ueki, X. Wang, H. Yamaoka, Z.G. Zong, J. DiMarco, J.M. Nogiec, G. Velev","Magnetic Measurement With Single Stretched Wire Method on SuperKEKB Final Focus Quadrupoles",432,2176
"MOPMP007","B. Du, N. Liu, S. Michizono, T. Matsumoto, T. Miura, F. Qiu","Design of a Compact Power Distribution System for the ILC",436,3038
"MOPMP008","M. Kuriki, T. Okugi, T. Omori, M. Satoh, Y. Seimiya, J. Urakawa, K. Yokoya, H. Nagoshi, T. Takahashi, K. Negishi, Y. Sumitomo","Electron Driven Positron Source for International Linear Collider",439,2526
"MOPMP009","M. Kuriki, R. Tamura, J.G. Power, H. Hayano, X.J. Jin, T. Konomi, Y. Seimiya, N. Yamamoto, P. Piot, M. Washio, K. Sakaue, S. Kashiwagi","Effect of Initial Parameters on the Super Flat Beam Generation with the Phase-Space Rotation for Linear Colliders",442,2513
"MOPMP010","K. Ohmi","Beam-Beam Effects in the Presence of Optics Aberration at IP",,2543
"MOPMP012","Z. Duan, J. Gao, X.P. Li, D. Wang, Y. Wang, W.H. Xia, Q.J. Xu, C.H. Yu, Y. Zhang","Concepts of Longitudinally Polarized Electron and Positron Colliding Beams in the Circular Electron Positron Collider",445,1839
"MOPMP013","E. Syresin, A.V. Butenko, G.A. Filatov, A.A. Slivin, G.N. Timoshenko, G.V. Trubnikov, A. Tuzikov, M.M. Kats, T. Kulevoy, D.A. Liakin, Y.E. Titarenko, A.A. Baldin, D.V. Bobrovskiy, A.I. Chumakov","New Nuclotron Beam Lines and Stations for Applied Researches",449,2682
"MOPMP014","E. Syresin, O.I. Brovko, A.V. Butenko, E.E. Donets, A.R. Galimov, E.V. Gorbachev, A. Govorov, V. Karpinsky, V. Kekelidze, H.G. Khodzhibagiyan, S.A. Kostromin, A.D. Kovalenko, O.S. Kozlov, I.N. Meshkov, A.V. Philippov, A.O. Sidorin, V. Slepnev, A.V. Smirnov, G.V. Trubnikov, A. Tuzikov, V. Volkov","NICA Accelerator Complex at JINR",452,1693
"MOPMP015","E. Syresin, A.V. Eliseev, A.V. Smirnov, N.V. Mityanina, V.M. Petrov, E. Rotov, A.G. Tribendis","Longitudinal Particle Dynamics in NICA Collider",455,2643
"MOPMP016","N. Blaskovic Kraljevic, D. Arominski, D. Schulte","Intra-Bunch Energy Spread Minimisation for CLIC Operation at a Centre-of-Mass Energy of 350 GeV",458,1961
"MOPMP017","N. Blaskovic Kraljevic, D. Schulte","Beam Orbit Correction in the CLIC Main Linac Using a Small Subset of Correctors",461,1963
"MOPMP018","N. Blaskovic Kraljevic, D. Schulte","Beam-Based Beamline Element Alignment for the Main Linac of the 380 GeV Stage of CLIC",465,1962
"MOPMP019","R. De Maria, R. Bruce, D. Gamba, M. Giovannozzi, F. Plassard","High Luminosity LHC Optics and Layout HLLHCV1.4",468,1976
"MOPMP020","R. De Maria, M. Solfaroli","Smooth and Beta-Beating-Free Optics Transitions for HL-LHC",472,1977
"MOPMP022","M. Hofer, F.S. Carlier, R. Tomas","K-Modulation in Future High Energy Colliders",476,1969
"MOPMP023","M. Hofer, M. Giovannozzi, J. Keintzel, R. Tomas, F. Zimmermann, L. van Riesen-Haupt","Dynamic Aperture at Injection Energy for the HE-LHC",480,1967
"MOPMP024","M.A. Jebramcik, J.M. Jowett","Prospects for Future Asymmetric Collisions in the LHC",484,2186
"MOPMP025","M.A. Jebramcik, J.M. Jowett","Moving Long-range Beam-beam Encounters in Heavy-ion Colliders",488,2185
"MOPMP026","J. Keintzel, M.P. Crouch, T. Risselada, R. Tomas, F. Zimmermann, L. van Riesen-Haupt, M. Hofer","HE-LHC Optics Design Options",492,2245
"MOPMP027","J. Keintzel, M. Hofer, J.M. Coello de Portugal, J. Dilly, A. Garcia-Tabares, E.H. Maclean, L. Malina, T. H. B. Persson, R. Tomas, A. Wegscheider, E. Fol","Second Order Dispersion Measurements in LHC",496,2250
"MOPMP029","K. Paraschou, G. Iadarola, N. Karastathis, Y. Papaphilippou, L. Sabato, S. Kostoglou","Analysis on Bunch-by-Bunch Beam Losses at 6.5 TeV in the Large Hadron Collider",500,2574
"MOPMP031","R. Steerenberg, M. Albert, R. Alemany-Fernandez, T. Argyropoulos, E. Bravin, G.E. Crockford, J.-C. Dumont, K. Fuchsberger, R. Giachino, M. Giovannozzi, G.H. Hemelsoet, W. Höfle, D. Jacquet, M. Lamont, E. Métral, D. Nisbet, G. Papotti, M. Pojer, L. Ponce, S. Redaelli, B. Salvachua, M. Schaumann, M. Solfaroli, R. Suykerbuyk, G. Trad, J.A. Uythoven, S. Uznanski, D.J. Walsh, J. Wenninger, M. Zerlauth","Operation and Performance of the Cern Large Hadron Collider During  Proton Run 2",504,3287
"MOPMP033","R. Tomas, F.S. Carlier, J. Dilly, S.D. Fartoukh, A. Garcia-Tabares, M. Hofer, E.H. Maclean, L. Malina, T. H. B. Persson, M. Solfaroli, D.W. Wolf, J.M. Coello de Portugal, E. Fol, D. Gamba, M. Giovannozzi, P.K. Skowronski, M.L. Spitznagel, A. Wegscheider, J. Wenninger","LHC Run 2 Optics Commissioning Experience in View of HL-LHC",508,2340
"MOPMP034","J. Oegren, D. Schulte, A. Latina, R. Tomas","Tuning Studies of the CLIC 380 Gev Final Focus System",512,1908
"MOPMP035","M.A. Valdivia García, F. Zimmermann","Effect of Emittance Constraints on Monochromatization at the Future  Circular e+e- Collider",516,2712
"MOPMP036","B. Lindstrom, H. Bartosik, T. Bohl, R. Calaga, L.R. Carver, V. Kain, T.E. Levens, G. Papotti, R. Secondo, J.A. Uythoven, G. Vandoni, J. Wenninger, D. Wollmann, M. Zerlauth, A.C. Butterworth, M. Valette","Machine Protection Experience from Beam Tests with Crab Cavity Prototypes in the CERN SPS",520,3450
"MOPMP037","F. Zimmermann, S. A. Antipov, S. Arsenyev, R. Bruce, M.P. Crouch, S.D. Fartoukh, M. Giovannozzi, B. Goddard, M. Hofer, J. Keintzel, R. Kersevan, V. Mertens, J. Molson, J.A. Osborne, V. Parma, S. Redaelli, T. Risselada, I. Ruehl, B. Salvant, D. Schoerling, E.N. Shaposhnikova, L.J. Tavian, E. Todesco, R. Tomas, D. Tommasini, V. Venturi, D. Wollmann, A. Apyan, D. Amorim, M. Benedikt, Y. Muttoni, V. Raginel, F. Valchkova-Georgieva, G. Guillermo Cantón, F. Burkart, J. Barranco, L. Mether, T. Pieloni, L. Rivkin, C. Tambasco, A. Abramov, H. Pikhartova, J.L. Abelleira, E. Cruz Alaniz, A. Seryi, L. van Riesen-Haupt, K. Ohmi, K. Oide, D. Zhou, Y. Cai, Y.M. Nosochkov","Updated High-Energy LHC Design",524,2981
"MOPMP038","R.M. Bodenstein, P. Burrows, R. Tomas, D. Schulte, A. Abramov, S.T. Boogert, L.J. Nevay","Investigation of CLIC 380 GeV Post-Collision Line",528,2601
